x_coord,y_coord,z_coord,yaw
0.03291280328962951,0.03322361966857346,0.26989715835691647,0.9328197006954281
0.03291436918676933,0.03322065098869951,0.2698969358238757,0.9327614039349196
0.03291303588270269,0.033223841731372696,0.2698971523406448,0.9327770193725343
0.03291432580166357,0.03322052809440119,0.26989693896581934,0.9327894242539806
0.03291342264087297,0.033224245594759894,0.2698971401542787,0.9328057889500697
0.032914965923169524,0.03322128919705945,0.2698969197223093,0.932808105873938
0.032913636241786094,0.033224484971942594,0.2698971361128826,0.9328253747191588
0.03291491934655511,0.03322116280043882,0.26989692296364737,0.9327762961234666
0.0329140190189155,0.033224882003989334,0.26989712404039373,0.932792667336125
0.03291550665621712,0.03322185605511518,0.2698969054526207,0.9327945578414124
0.03291422967714216,0.0332251291705444,0.2698971200882181,0.9328118537322633
0.03291552417931581,0.0332218201960798,0.26989690652712695,0.9327633549881718
0.032914626689936846,0.03322554343233837,0.2698971075164644,0.9327799303505239
0.03291612619468941,0.03322253229384611,0.2698968885346729,0.9327649324910716
0.0329148349633742,0.03322578723163175,0.26989710360487085,0.9327821809076454
0.03291611375200965,0.033222458732490565,0.2698968905674434,0.9327335373486725
0.032915220186364245,0.033226183512657416,0.2698970913935106,0.9327500684800774
0.03291661894511406,0.033223046459444086,0.26989687575078825,0.9327422859914939
0.03291546294106854,0.03322647140415288,0.2698970865205706,0.9327595976299254
0.03291693260340999,0.033223385022911785,0.2698968672891976,0.9327120113204798
0.032915768650764024,0.033226802132995725,0.2698970784401671,0.9327289122891407
0.03291718090020548,0.03322363980376584,0.26989686096625276,0.9326630395859166
0.032916156945165614,0.03322722332437744,0.2698970668129881,0.9326795805135352
0.03291783926739723,0.033224422110062594,0.2698968411710347,0.932615959798808
0.03291643724246498,0.033227521771110026,0.26989706005843855,0.9326327345478531
0.0329178824836737,0.033224403075004676,0.26989684155407906,0.9325723897466308
0.03291669009256018,0.03322778405453042,0.26989705360633215,0.9325881568629821
0.03291807490565656,0.03322458726836946,0.26989683703397155,0.9325955334261611
0.0329171062907994,0.033228237068450225,0.26989704078164467,0.9326122929676544
0.032918887550820966,0.03322556866357882,0.26989681215616523,0.9325556908664239
0.03291746093885044,0.03322859626487802,0.2698970313214489,0.9325725757952004
0.03291919297101746,0.033225864322853904,0.26989680424968554,0.9325165005521585
0.0329177280212687,0.03322886297247007,0.2698970251996478,0.932531951261285
0.032919303362458754,0.033225915385755346,0.2698968026599577,0.9325593345676976
0.03291795147973568,0.03322908053617082,0.26989701982515335,0.9325751851126182
0.03291927593662026,0.033225810179631214,0.2698968053071951,0.9325999748281802
0.032918357115264106,0.0332295171904685,0.269897007109884,0.932616338845304
0.032920174486737674,0.03322690316833527,0.26989677758627023,0.9326207544253036
0.03291886245988006,0.03323001696382039,0.2698969912900343,0.9326378932118586
0.03292131131253969,0.03322803685733675,0.2698967368747764,0.9325861362540702
0.032920286092560556,0.03323131038796323,0.26989693262284975,0.9326015012703835
0.03292264476257808,0.03322934804998012,0.2698966285512097,0.932637774493522
0.03292063593305545,0.033232133646275946,0.26989693846044344,0.9326397095583779
0.032922856730171424,0.03323067644767319,0.2698966943058546,0.9326359288439234
0.03292100185423597,0.033232439419287024,0.26989692918857977,0.9326997807499411
0.03292321699174143,0.03323097906393775,0.26989668536097555,0.9327443186006646
0.03292137791772609,0.03323276703347811,0.26989691971601915,0.9328378084537414
0.03292360813628893,0.033231313831477254,0.2698966758467961,0.932906449021117
0.03292154362066287,0.0332327566243222,0.26989691748921113,0.9329999577515831
0.03292325394869076,0.033229777386597145,0.2698966859426634,0.9330686536204278
0.03292219078658429,0.03323356682809594,0.2698968973657561,0.9331625376990214
0.03292442417038338,0.03323211354281152,0.2698966551455369,0.9332258977683046
0.032922070720298784,0.03323316003605907,0.2698969026807191,0.9332419969556791
0.032924996381612254,0.03323251855161922,0.2698966296545602,0.9332453966107425
0.03292043471631925,0.03323068724576539,0.26989694610333725,0.933334329857005
0.03292531989615802,0.03323286072256556,0.26989662260329383,0.9333411969721871
0.03292130486601816,0.033231693668345545,0.2698969198837461,0.9332823098336025
0.03292568560270532,0.033232198381248704,0.26989659598837656,0.9332937584440861
0.03292392517970791,0.033235506487052424,0.2698967937264593,0.9333336358171381
0.03292531043697532,0.03323197961048109,0.2698966355207421,0.9333382792002874
0.032923974065023044,0.03323537652646626,0.2698968512141965,0.9333600494025537
0.03292632329394848,0.03323406511174106,0.26989660716263525,0.9333533527306347
0.0329256480687109,0.033235794144026665,0.2698967610107418,0.9333887477407433
0.0329242015395902,0.03323061918002124,0.26989667761411573,0.9334308582750676
0.032924782494083545,0.03323625492164005,0.26989683167490197,0.9334972622053603
0.03292703023971628,0.033234879359000366,0.26989659187138376,0.9334359230663679
0.032925385632961685,0.03323653070442266,0.26989680418421363,0.9334794278002729
0.03292750233478969,0.033234135720043655,0.26989655074686236,0.9334916048523726
0.03292349117935292,0.03323385988898974,0.26989685984603695,0.9335292580244275
0.03292797408757256,0.033235822983142,0.26989656608029683,0.9335100407365772
0.03292470711986046,0.03323544302450906,0.26989682653252717,0.9335249411898542
0.032925940944502255,0.0332324307587703,0.2698966269595261,0.9335482222941526
0.03292459278553111,0.03323517787953344,0.26989682986936864,0.9335662127428552
0.03292616630569681,0.033232652009452246,0.2698966211711695,0.933565610386193
0.03292467796074495,0.03323522694830001,0.26989682882007715,0.9335589214032721
0.032926265175461884,0.03323272369067955,0.2698966197853362,0.9335444480269244
0.032924076470333886,0.033234409117127606,0.26989685010144693,0.9335334191352934
0.03292843551803364,0.033235171517057224,0.26989654920231987,0.9335195036738165
0.03292659304076376,0.03323782929167818,0.2698967814851243,0.9335177497157477
0.03292959723714557,0.03323751262080874,0.2698965204705964,0.933506646352666
0.032925918488985725,0.03323656717174488,0.2698967944793611,0.9335366969453857
0.032928543038826454,0.03323521857022171,0.26989654719429823,0.9335400649001027
0.032929030110871935,0.03323962258876783,0.2698966850140689,0.9335517065507354
0.03292681189806019,0.03323317314354213,0.2698966125281143,0.9335531034352492
0.032929365582495713,0.03324000438129717,0.26989667745217466,0.9335868893925946
0.03292649277679356,0.0332327122386395,0.26989662458861885,0.9335274438435758
0.03292814521736091,0.03323931114351738,0.26989673166999534,0.9335715619908046
0.032930641631311285,0.033238571102616465,0.26989648846281417,0.9335125867641012
0.032928365660091746,0.03323970256024047,0.2698967348136749,0.9335585102326528
0.03293124847028346,0.03323917223751203,0.26989647382689136,0.9335363286632744
0.03292871916030077,0.03323970593683266,0.2698967139249707,0.9336165056070538
0.032930123286939096,0.033236815853565777,0.2698965069009336,0.9336634145972251
0.03293071456994236,0.033241374993074134,0.26989662894961597,0.9337239161884342
0.03292834327749553,0.033234668129986614,0.2698965732264943,0.9337150080244787
0.032930475911949746,0.03324194022096289,0.2698966187540718,0.9337972371469556
0.03292855550795147,0.03323485864664388,0.2698965681340109,0.9337449885996499
0.03293033546636437,0.03324171081802737,0.2698966708402237,0.9337944735366212
0.03293179264734745,0.033238671865475196,0.2698964624603716,0.9337837243043932
0.03293022634271871,0.03324164714883023,0.2698966860999471,0.9338449078758416
0.03293303159180447,0.033240419004363815,0.2698966063372557,0.9338256023171883
0.032929495755255986,0.033240155038554674,0.2698966964751615,0.9338514586754512
0.0329334114708449,0.033241152155247394,0.2698964031473203,0.9339011867874634
0.03292854219958948,0.03323896907166459,0.2698967319716421,0.9338934731263311
0.03293370977782182,0.03324145388638595,0.2698963941111551,0.9339177735095986
0.03292861198123441,0.03323899925931895,0.26989673134471304,0.9338735309307975
0.032933979169109055,0.033241877511048255,0.26989639360294004,0.9338858261448182
0.03292917678291356,0.03323966390091582,0.2698967145435968,0.9338737773675391
0.032934325003236606,0.033242113804928135,0.269896377245223,0.933886801212613
0.032929194760661674,0.033239626069221706,0.269896715634896,0.933843052328488
0.03293460346163433,0.033242542640062,0.269896376551778,0.9338547447765928
0.0329296140327313,0.03324010312991557,0.26989670361225643,0.9338557290649961
0.03293485786809677,0.03324281852205288,0.2698963683123486,0.9338688589381852
0.03293030552299247,0.033240930927454976,0.26989668269348216,0.9338270291767076
0.032935278011898196,0.03324313975288221,0.2698963524770706,0.9338392760362999
0.03293049818442206,0.033241086379434535,0.2698966784546246,0.9337875633211687
0.03293556210584495,0.03324341399431279,0.2698963441706638,0.9337985664072805
0.03293054691949929,0.033241074128939285,0.26989667865133826,0.9338277203703866
0.032935782754887524,0.033243743727822996,0.26989634203314117,0.9338399419687122
0.03293110214127219,0.03324172460875905,0.2698966622134605,0.9338511370981973
0.0329361691595032,0.033244057341331706,0.26989632789756585,0.9338639365062693
0.03293118108832219,0.0332417512135617,0.2698966614473235,0.9338073106133504
0.03293639992689423,0.03324436220168917,0.2698963237390442,0.9338187397959473
0.03293158402784404,0.033242204555025454,0.26989665003885327,0.933829924033703
0.03293676095072038,0.03324469880738889,0.2698963118281007,0.9338426583234201
0.03293164974009818,0.03324223002476687,0.2698966495417004,0.933780862187279
0.03293703591518859,0.03324512594108777,0.2698963111863199,0.9337927648691132
0.03293214988141395,0.03324281131404149,0.26989663486398785,0.9337856919214762
0.032937346274026606,0.033245352642306936,0.2698962964264097,0.9337987625328414
0.032932337680479165,0.03324299032545137,0.26989663050173085,0.9337558696409727
0.0329376108641625,0.033245755486144585,0.26989629479522564,0.933767809976862
0.03293310445376586,0.03324391442765273,0.26989660708936514,0.933719324135508
0.03293802445315091,0.03324610670558808,0.269896281225011,0.9337320539608961
0.032933794694225055,0.03324469438437874,0.26989658671812966,0.933682064363072
0.03293808791039403,0.03324636412076349,0.2698962892084668,0.9336929108110532
0.03293546204579323,0.033247010978181,0.2698965458116209,0.933729732540919
0.03293902096161806,0.03324600217563408,0.269896696942653,0.9337404094184292
0.03293416930596933,0.03324498977451352,0.26989657791772226,0.9337951158899842
0.03293887840559446,0.03324719783047962,0.26989626857431515,0.933807862463513
0.03293614009879822,0.03324737683978526,0.26989651582034063,0.9337885354425511
0.03293878115676305,0.03324597579072485,0.26989627052983484,0.9337796528646921
